flight_id,cycle_num,ts,phase,jpt1,ngg_rpm,ngg_pct,p2p1,oat,stepper_pos,fuel_flow_kgh,vibration,secu_healthy,bit_pass,mil_bus_word,status,fault_reason,flight_hour
1,1,0.0,cranking,165.9,4,0.02,1.0,-5.9,0,0.0,0.136,0,0,0x0410,degraded,sensor-drift,0.0
1,1,1.0,cranking,182.8,77,0.35,1.018,-5.7,0,0.135,0.312,0,0,0x0410,degraded,sensor-drift,0.0
1,1,2.0,cranking,185.3,295,1.34,1.012,-5.2,2,0.21,0.322,0,0,0x0410,degraded,sensor-drift,0.0
1,1,3.0,cranking,193.9,631,2.87,1.028,-6.2,5,0.132,0.481,0,0,0x0410,degraded,sensor-drift,0.0
1,1,4.0,cranking,198.1,1098,4.99,1.052,-6.2,10,0.471,0.25,0,0,0x0410,degraded,sensor-drift,0.0
1,1,5.0,cranking,228.9,1685,7.66,1.075,-5.9,15,0.752,0.313,0,0,0x0410,degraded,sensor-drift,0.0
1,1,6.0,cranking,282.7,2561,11.64,1.155,-5.9,23,0.934,0.528,0,0,0x0410,degraded,sensor-drift,0.0
1,1,7.0,light-up,286.7,3632,16.51,1.237,-5.7,33,1.332,0.48,0,0,0x0410,degraded,sensor-drift,0.0
1,1,8.0,light-up,338.2,4750,21.59,1.341,-5.5,43,1.764,0.573,0,0,0x0410,degraded,sensor-drift,0.0
1,1,9.0,light-up,380.2,5859,26.63,1.451,-6.2,53,2.062,0.645,0,0,0x0410,degraded,sensor-drift,0.0
1,1,10.0,light-up,448.1,7214,32.79,1.667,-5.8,66,2.532,3.532,0,0,0x0410,degraded,sensor-drift,0.0
1,1,11.0,light-up,488.9,8325,37.84,1.783,-5.4,76,3.046,0.897,0,0,0x0410,degraded,sensor-drift,0.0
1,1,12.0,light-up,545.2,9381,42.64,1.978,-5.3,85,3.326,0.849,0,0,0x0410,degraded,sensor-drift,0.0
1,1,13.0,light-up,643.1,10600,48.18,2.106,-5.9,97,3.795,0.968,0,0,0x0410,degraded,sensor-drift,0.0
1,1,14.0,acceleration,779.3,11836,53.8,2.334,-5.4,108,4.119,0.904,0,0,0x0410,degraded,sensor-drift,0.0
1,1,15.0,acceleration,849.3,13242,60.19,2.574,-5.4,121,4.713,1.184,0,0,0x0410,degraded,sensor-drift,0.0
1,1,16.0,acceleration,872.2,13902,63.19,2.666,-5.8,127,4.954,1.347,0,0,0x0410,degraded,sensor-drift,0.0
1,1,17.0,acceleration,938.8,15849,72.04,2.978,-6.2,145,5.702,1.506,0,0,0x0410,degraded,sensor-drift,0.0
1,1,18.0,acceleration,952.2,16821,76.46,3.18,-5.9,154,6.024,1.248,0,0,0x0410,degraded,sensor-drift,0.0
1,1,19.0,acceleration,955.8,17802,80.92,3.407,-5.2,163,6.447,1.546,0,0,0x0410,degraded,sensor-drift,0.0
1,1,20.0,acceleration,943.0,18326,83.3,3.479,-5.4,167,6.452,1.579,0,0,0x0410,degraded,sensor-drift,0.0
1,1,21.0,acceleration,950.7,18854,85.7,3.555,-6.0,172,6.671,1.625,0,0,0x0410,degraded,sensor-drift,0.0
1,1,22.0,acceleration,930.6,19155,87.07,3.666,-5.7,175,6.949,1.652,0,0,0x0410,degraded,sensor-drift,0.0
1,1,23.0,acceleration,919.7,19477,88.53,3.695,-5.5,178,6.943,1.77,0,0,0x0410,degraded,sensor-drift,0.0
1,1,24.0,acceleration,912.3,19701,89.55,3.74,-5.5,180,7.047,1.569,0,0,0x0410,degraded,sensor-drift,0.0
1,1,25.0,acceleration,990.2,19980,90.82,3.775,-6.0,182,7.163,1.546,0,0,0x0410,degraded,sensor-drift,0.0
1,1,26.0,acceleration,904.7,19932,90.6,3.76,-5.6,182,7.097,1.969,0,0,0x0410,degraded,sensor-drift,0.0
1,1,27.0,acceleration,901.0,19930,90.59,3.79,-5.9,182,7.293,1.666,0,0,0x0410,degraded,sensor-drift,0.0
1,1,28.0,self-sustaining,907.4,20073,91.24,3.811,-5.8,183,7.226,1.66,0,0,0x0410,degraded,sensor-drift,0.0
1,1,29.0,self-sustaining,916.9,20130,91.5,3.876,-6.4,184,7.265,1.634,0,0,0x0410,degraded,sensor-drift,0.0
1,1,30.0,self-sustaining,894.5,20141,91.55,3.821,-5.9,184,7.292,1.712,0,0,0x0410,degraded,sensor-drift,0.0
1,1,31.0,self-sustaining,895.4,20203,91.83,3.827,-6.6,184,7.206,1.87,0,0,0x0410,degraded,sensor-drift,0.0
1,1,32.0,self-sustaining,905.2,20187,91.76,3.839,-5.7,184,7.35,1.6,0,0,0x0410,degraded,sensor-drift,0.0
1,1,33.0,self-sustaining,903.4,20073,91.24,3.851,-5.4,183,7.226,1.757,0,0,0x0410,degraded,sensor-drift,0.0
1,1,34.0,self-sustaining,891.6,20414,92.79,3.883,-5.6,186,7.432,1.785,0,0,0x0410,degraded,sensor-drift,0.0
1,1,35.0,self-sustaining,896.5,20121,91.46,3.84,-5.8,184,7.311,1.714,0,0,0x0410,degraded,sensor-drift,0.0
1,1,36.0,self-sustaining,912.2,20167,91.67,3.876,-5.2,184,7.249,1.718,0,0,0x0410,degraded,sensor-drift,0.0
1,1,37.0,self-sustaining,910.5,20101,91.37,3.82,-6.7,184,7.285,1.817,0,0,0x0410,degraded,sensor-drift,0.0
1,1,38.0,self-sustaining,917.0,20284,92.2,3.855,-5.3,185,7.244,1.671,0,0,0x0410,degraded,sensor-drift,0.0
1,1,39.0,self-sustaining,893.0,20227,91.94,3.849,-5.9,185,7.305,1.725,0,0,0x0410,degraded,sensor-drift,0.0
1,1,40.0,self-sustaining,900.3,20064,91.2,3.854,-6.0,183,7.176,1.604,0,0,0x0410,degraded,sensor-drift,0.0
1,1,41.0,self-sustaining,901.0,20198,91.81,3.868,-5.7,184,7.269,1.839,0,0,0x0410,degraded,sensor-drift,0.0
1,1,42.0,self-sustaining,902.2,20106,91.39,3.818,-5.5,184,7.279,1.816,0,0,0x0410,degraded,sensor-drift,0.0
1,1,42.6,self-sustaining,904.6,20229,91.95,3.891,-6.3,185,7.282,1.74,0,0,0x0410,degraded,sensor-drift,0.0
1,2,1779.0,cranking,159.8,0,0.0,1.012,-4.2,0,0.063,0.163,1,1,0x0000,success,,0.325
1,2,1780.0,cranking,178.6,86,0.39,1.0,-3.3,0,0.0,0.238,1,1,0x0000,success,,0.325
1,2,1781.0,cranking,179.4,385,1.75,1.044,-3.2,3,0.19,0.296,1,1,0x0000,success,,0.325
1,2,1782.0,cranking,200.3,785,3.57,1.027,-3.9,7,0.353,0.302,1,1,0x0000,success,,0.325
1,2,1783.0,cranking,203.1,1366,6.21,1.064,-4.0,12,0.578,0.394,1,1,0x0000,success,,0.325
