flight_id,cycle_num,ts,phase,jpt1,ngg_rpm,ngg_pct,p2p1,oat,stepper_pos,fuel_flow_kgh,vibration,secu_healthy,bit_pass,mil_bus_word,status,fault_reason,flight_hour
3,1,0.0,cranking,180.3,57,0.26,1.0,6.2,0,0.024,0.265,1,1,0x0000,success,,0.0
3,1,1.0,cranking,168.3,0,0.0,1.0,5.7,0,0.0,0.038,1,1,0x0000,success,,0.0
3,1,2.0,cranking,187.7,185,0.84,1.0,5.9,1,0.019,0.277,1,1,0x0000,success,,0.0
3,1,3.0,cranking,186.8,691,3.14,1.0,5.9,6,0.242,0.176,1,1,0x0000,success,,0.0
3,1,4.0,cranking,212.8,1036,4.71,1.067,5.8,9,0.303,0.282,1,1,0x0000,success,,0.0
3,1,5.0,cranking,239.4,1615,7.34,1.089,5.6,14,0.597,0.367,1,1,0x0000,success,,0.0
3,1,6.0,cranking,278.2,2482,11.28,1.132,5.4,22,0.821,0.367,1,1,0x0000,success,,0.0
3,1,7.0,light-up,280.2,3456,15.71,1.193,5.8,31,1.218,0.483,1,1,0x0000,success,,0.0
3,1,8.0,light-up,331.4,4490,20.41,1.3,5.8,41,1.652,0.331,1,1,0x0000,success,,0.0
3,1,9.0,light-up,379.9,5804,26.38,1.432,5.7,53,2.133,0.606,1,1,0x0000,success,,0.0
3,1,10.0,light-up,447.7,6893,31.33,1.579,6.2,63,2.499,0.482,1,1,0x0000,success,,0.0
3,1,11.0,light-up,460.0,8015,36.43,1.738,5.7,73,2.831,0.679,1,1,0x0000,success,,0.0
3,1,12.0,light-up,499.4,9132,41.51,1.919,5.6,83,3.278,0.851,1,1,0x0000,success,,0.0
3,1,13.0,light-up,600.3,10241,46.55,2.061,5.4,93,3.592,0.831,1,1,0x0000,success,,0.0
3,1,14.0,acceleration,726.5,11275,51.25,2.232,6.3,103,4.097,1.169,1,1,0x0000,success,,0.0
3,1,15.0,acceleration,839.1,12800,58.18,2.553,6.2,117,4.854,1.408,1,1,0x0000,success,,0.0
3,1,16.0,acceleration,893.0,14285,64.93,2.726,5.0,130,5.013,1.423,1,1,0x0000,success,,0.0
3,1,17.0,acceleration,877.8,14487,65.85,2.806,5.9,132,5.207,1.337,1,1,0x0000,success,,0.0
3,1,18.0,acceleration,940.7,16467,74.85,3.123,5.2,150,5.896,1.407,1,1,0x0000,success,,0.0
3,1,19.0,acceleration,938.4,17312,78.69,3.259,5.5,158,6.236,1.397,1,1,0x0000,success,,0.0
3,1,20.0,acceleration,935.4,17897,81.35,3.431,5.3,163,6.384,1.422,1,1,0x0000,success,,0.0
3,1,21.0,acceleration,954.6,18592,84.51,3.493,5.3,170,6.72,1.418,1,1,0x0000,success,,0.0
