flight_id,cycle_num,ts,phase,jpt1,ngg_rpm,ngg_pct,p2p1,oat,stepper_pos,fuel_flow_kgh,vibration,secu_healthy,bit_pass,mil_bus_word,status,fault_reason,flight_hour
6,1,0.0,cranking,180.9,0,0.0,1.0,9.3,0,0.0,0.333,1,1,0x0000,success,,0.0
6,1,1.0,cranking,185.6,0,0.0,1.0,8.3,0,0.057,0.284,1,1,0x0000,success,,0.0
6,1,2.0,cranking,198.5,414,1.88,1.029,8.9,3,0.082,0.243,1,1,0x0000,success,,0.0
6,1,3.0,cranking,214.0,915,4.16,1.047,7.6,8,0.316,0.303,1,1,0x0000,success,,0.0
6,1,4.0,cranking,234.3,1630,7.41,1.103,8.6,14,0.663,0.152,1,1,0x0000,success,,0.0
6,1,5.0,cranking,253.7,2482,11.28,1.159,8.9,22,0.931,0.362,1,1,0x0000,success,,0.0
6,1,6.0,light-up,306.5,3626,16.48,1.22,8.6,33,1.253,0.465,1,1,0x0000,success,,0.0
6,1,7.0,light-up,350.9,4943,22.47,1.399,8.6,45,1.808,0.591,1,1,0x0000,success,,0.0
6,1,8.0,light-up,414.2,6384,29.02,1.527,8.6,58,2.18,0.626,1,1,0x0000,success,,0.0
6,1,9.0,light-up,451.7,7597,34.53,1.683,8.7,69,2.717,0.902,1,1,0x0000,success,,0.0
6,1,10.0,light-up,493.9,8901,40.46,1.874,9.1,81,3.213,0.741,1,1,0x0000,success,,0.0
6,1,11.0,light-up,602.4,10349,47.04,2.086,8.6,94,3.788,0.923,1,1,0x0000,success,,0.0
6,1,12.0,acceleration,767.1,11651,52.96,2.276,7.7,106,4.137,1.005,1,1,0x0000,success,,0.0
6,1,13.0,acceleration,870.1,13398,60.9,2.558,8.4,122,4.926,1.289,1,1,0x0000,success,,0.0
6,1,14.0,acceleration,911.2,14936,67.89,2.877,8.2,136,5.451,1.311,1,1,0x0000,success,,0.0
6,1,15.0,acceleration,938.5,16293,74.06,3.097,8.8,149,5.846,1.543,1,1,0x0000,success,,0.0
6,1,16.0,acceleration,965.4,17294,78.61,3.322,7.9,158,6.272,1.577,1,1,0x0000,success,,0.0
6,1,17.0,acceleration,923.0,18069,82.13,3.403,8.7,165,6.526,1.538,1,1,0x0000,success,,0.0
6,1,18.0,acceleration,925.2,18616,84.62,3.497,8.9,170,6.767,1.59,1,1,0x0000,success,,0.0
6,1,19.0,acceleration,928.4,19272,87.6,3.696,8.2,176,6.886,1.684,1,1,0x0000,success,,0.0
6,1,20.0,acceleration,900.9,19494,88.61,3.697,8.4,178,6.945,1.68,1,1,0x0000,success,,0.0
6,1,21.0,acceleration,909.1,19782,89.92,3.774,8.1,181,7.151,1.792,1,1,0x0000,success,,0.0
6,1,22.0,acceleration,903.6,19888,90.4,3.77,8.9,182,7.153,1.65,1,1,0x0000,success,,0.0
6,1,23.0,acceleration,910.8,20086,91.3,3.788,8.7,183,7.129,1.627,1,1,0x0000,success,,0.0
6,1,24.0,self-sustaining,908.0,20119,91.45,3.82,8.3,184,7.305,1.797,1,1,0x0000,success,,0.0
6,1,25.0,self-sustaining,902.9,20033,91.06,3.811,9.3,183,7.078,1.514,1,1,0x0000,success,,0.0
6,1,26.0,self-sustaining,894.5,20163,91.65,3.842,8.1,184,7.219,1.688,1,1,0x0000,success,,0.0
6,1,27.0,self-sustaining,874.5,19430,88.32,3.719,8.3,177,6.963,1.377,1,1,0x0000,success,,0.0
6,1,28.0,self-sustaining,888.8,20121,91.46,3.878,9.1,184,7.222,1.644,1,1,0x0000,success,,0.0
6,1,29.0,self-sustaining,908.4,20183,91.74,3.827,8.3,184,7.097,1.625,1,1,0x0000,success,,0.0
6,1,30.0,self-sustaining,883.9,20183,91.74,3.836,8.7,184,7.278,1.621,1,1,0x0000,success,,0.0
6,1,31.0,self-sustaining,907.4,20132,91.51,3.862,8.4,184,7.214,1.731,1,1,0x0000,success,,0.0
6,1,32.0,self-sustaining,890.0,20262,92.1,3.872,7.8,185,7.373,1.734,1,1,0x0000,success,,0.0
6,1,33.0,self-sustaining,899.1,20104,91.38,3.823,8.6,184,7.213,1.515,1,1,0x0000,success,,0.0
6,1,34.0,self-sustaining,895.8,20181,91.73,3.86,7.7,184,7.306,1.834,1,1,0x0000,success,,0.0
6,1,35.0,self-sustaining,898.9,20262,92.1,3.917,8.3,185,7.303,1.745,1,1,0x0000,success,,0.0
6,1,36.0,self-sustaining,892.7,20178,91.72,3.856,8.6,184,7.277,1.709,1,1,0x0000,success,,0.0
6,1,36.8,self-sustaining,900.0,20275,92.16,3.878,7.7,185,7.083,1.614,1,1,0x0000,success,,0.0
6,2,1748.5,cranking,236.3,79,0.36,1.001,8.8,0,0.15,0.295,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1749.5,cranking,193.8,132,0.6,1.0,8.9,1,0.004,0.39,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1750.5,cranking,186.2,262,1.19,1.0,8.9,2,0.0,0.278,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1751.5,cranking,187.2,671,3.05,1.0,8.2,6,0.274,0.224,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1752.5,cranking,224.8,1252,5.69,1.061,9.1,11,0.435,0.234,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1753.5,cranking,236.9,1775,8.07,1.115,9.4,16,0.688,0.353,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1754.5,cranking,314.1,2570,11.68,1.13,9.5,23,0.894,0.539,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1755.5,light-up,307.4,3714,16.88,1.247,8.9,34,1.288,0.689,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1756.5,light-up,353.1,4829,21.95,1.35,8.7,44,1.738,0.607,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1757.5,light-up,391.6,6068,27.58,1.511,8.7,55,2.085,0.847,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1758.5,light-up,430.8,7218,32.81,1.624,7.9,66,2.719,0.638,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1759.5,light-up,483.1,8391,38.14,1.781,9.4,76,3.028,0.758,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1760.5,light-up,563.2,9601,43.64,1.977,8.5,87,3.488,1.159,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1761.5,light-up,651.8,10747,48.85,2.129,8.7,98,3.794,1.047,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1762.5,acceleration,782.3,12056,54.8,2.334,9.6,110,4.325,0.967,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1763.5,acceleration,869.1,13446,61.12,2.625,8.6,123,4.703,1.253,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1764.5,acceleration,923.8,14975,68.07,2.896,8.9,137,5.406,1.515,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1765.5,acceleration,932.3,16201,73.64,3.067,8.8,148,5.738,1.416,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1766.5,acceleration,943.0,16918,76.9,3.275,9.1,154,5.99,1.375,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1767.5,acceleration,935.3,17778,80.81,3.32,8.2,162,6.323,1.607,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1768.5,acceleration,944.0,18449,83.86,3.485,8.9,168,6.708,1.713,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1769.5,acceleration,951.6,18946,86.12,3.583,9.1,173,6.946,1.611,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1770.5,acceleration,924.0,19287,87.67,3.634,9.4,176,6.967,1.572,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1771.5,acceleration,923.9,19507,88.67,3.698,8.9,178,7.078,1.426,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1772.5,acceleration,916.4,19851,90.23,3.795,8.8,181,7.194,1.55,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1773.5,acceleration,879.4,19837,90.17,3.755,9.0,181,7.049,1.768,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1774.5,acceleration,906.9,20057,91.17,3.803,8.3,183,7.269,1.688,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1775.5,acceleration,897.8,20288,92.22,3.887,8.9,185,7.263,1.636,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1776.5,self-sustaining,888.2,20053,91.15,3.8,8.7,183,7.152,1.785,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1777.5,self-sustaining,915.0,20079,91.27,3.812,9.3,183,7.197,1.637,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1778.5,self-sustaining,883.7,20064,91.2,3.832,9.2,183,7.243,1.746,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1779.5,self-sustaining,900.0,20198,91.81,3.844,9.1,184,7.296,1.537,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1780.5,self-sustaining,906.3,19978,90.81,3.794,8.4,182,7.252,1.826,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1781.5,self-sustaining,894.2,20262,92.1,3.885,8.9,185,7.209,1.655,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1782.5,self-sustaining,975.5,20150,91.59,3.861,9.3,184,7.245,1.696,1,1,0x0008,degraded,slow-light-up,0.372
6,2,1783.5,self-sustaining,905.0,20194,91.79,3.879,8.5,184,7.228,1.701,1,1,0x0008,degraded,slow-light-up,0.372
